Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                                  13             Game::executeTurn() <cycle 1> [843]
-----------------------------------------------
                0.00    0.00      13/13          ticktock(int) [1098]
[840]    0.0    0.00    0.00      13         TimerEvent::TimerEvent(int&) [840]
                0.00    0.00      13/154         Event::Event() [462]
-----------------------------------------------
                0.00    0.00      13/13          utilityCentral(gameMode, Event*) <cycle 1> [461]
[841]    0.0    0.00    0.00      13         TimerEvent::~TimerEvent() [841]
                0.00    0.00      13/13          TimerEvent::~TimerEvent() [842]
-----------------------------------------------
                0.00    0.00      13/13          TimerEvent::~TimerEvent() [841]
[842]    0.0    0.00    0.00      13         TimerEvent::~TimerEvent() [842]
                0.00    0.00      13/154         Event::~Event() [463]
-----------------------------------------------
                                  13             TimerEvent::doAction(Game&) <cycle 1> [839]
[843]    0.0    0.00    0.00      13         Game::executeTurn() <cycle 1> [843]
                0.00    0.00      13/883         GameField::getTurnCount() [312]
                0.00    0.00      13/13          GameField::getActorsConst() [844]
                0.00    0.00      13/13          isplayable(std::vector<ActorInfo, std::allocator<ActorInfo> > const&) [838]
                0.00    0.00       2/154         std::vector<ActorInfo, std::allocator<ActorInfo> >::~vector() [466]
                0.00    0.00       1/1           GameField::getActors() [1067]
                0.00    0.00       1/1           GameField::getDeceased() [1066]
                0.00    0.00       1/1           Game::gameOver(std::vector<ActorInfo, std::allocator<ActorInfo> >, std::vector<ActorInfo, std::allocator<ActorInfo> >) [1061]
                                  12             GameField::nextTurn() <cycle 1> [854]
-----------------------------------------------
                0.00    0.00      13/13          Game::executeTurn() <cycle 1> [843]
[844]    0.0    0.00    0.00      13         GameField::getActorsConst() [844]
-----------------------------------------------
                0.00    0.00      13/13          void std::_Destroy<Drawable**>(Drawable**, Drawable**) [848]
[845]    0.0    0.00    0.00      13         void std::_Destroy_aux<true>::__destroy<Drawable**>(Drawable**, Drawable**) [845]
-----------------------------------------------
                0.00    0.00       6/13          std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [948]
                0.00    0.00       7/13          std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [934]
[846]    0.0    0.00    0.00      13         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::_Vector_impl(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [846]
                0.00    0.00      13/20          std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [783]
-----------------------------------------------
                0.00    0.00       3/13          std::_Vector_base<Drawable*, std::allocator<Drawable*> >::~_Vector_base() [1001]
                0.00    0.00       3/13          void std::vector<Drawable*, std::allocator<Drawable*> >::_M_realloc_insert<Drawable*>(__gnu_cxx::__normal_iterator<Drawable**, std::vector<Drawable*, std::allocator<Drawable*> > >, Drawable*&&) [1008]
                0.00    0.00       7/13          void std::vector<Drawable*, std::allocator<Drawable*> >::_M_realloc_insert<Drawable* const&>(__gnu_cxx::__normal_iterator<Drawable**, std::vector<Drawable*, std::allocator<Drawable*> > >, Drawable* const&) [941]
[847]    0.0    0.00    0.00      13         std::_Vector_base<Drawable*, std::allocator<Drawable*> >::_M_deallocate(Drawable**, unsigned long) [847]
                0.00    0.00      10/10          std::allocator_traits<std::allocator<Drawable*> >::deallocate(std::allocator<Drawable*>&, Drawable**, unsigned long) [878]
-----------------------------------------------
                0.00    0.00      13/13          void std::_Destroy<Drawable**, Drawable*>(Drawable**, Drawable**, std::allocator<Drawable*>&) [849]
[848]    0.0    0.00    0.00      13         void std::_Destroy<Drawable**>(Drawable**, Drawable**) [848]
                0.00    0.00      13/13          void std::_Destroy_aux<true>::__destroy<Drawable**>(Drawable**, Drawable**) [845]
-----------------------------------------------
                0.00    0.00       3/13          std::vector<Drawable*, std::allocator<Drawable*> >::~vector() [1010]
                0.00    0.00       3/13          void std::vector<Drawable*, std::allocator<Drawable*> >::_M_realloc_insert<Drawable*>(__gnu_cxx::__normal_iterator<Drawable**, std::vector<Drawable*, std::allocator<Drawable*> > >, Drawable*&&) [1008]
                0.00    0.00       7/13          void std::vector<Drawable*, std::allocator<Drawable*> >::_M_realloc_insert<Drawable* const&>(__gnu_cxx::__normal_iterator<Drawable**, std::vector<Drawable*, std::allocator<Drawable*> > >, Drawable* const&) [941]
[849]    0.0    0.00    0.00      13         void std::_Destroy<Drawable**, Drawable*>(Drawable**, Drawable**, std::allocator<Drawable*>&) [849]
                0.00    0.00      13/13          void std::_Destroy<Drawable**>(Drawable**, Drawable**) [848]
-----------------------------------------------
                0.00    0.00      12/12          GameField::nextTurn() <cycle 1> [854]
[850]    0.0    0.00    0.00      12         PositionData::PositionData() [850]
-----------------------------------------------
                0.00    0.00      12/12          GameField::nextTurn() <cycle 1> [854]
[851]    0.0    0.00    0.00      12         ActorInfo::ActorInfo() [851]
                0.00    0.00      12/24          attributes::attributes(int, int, int, int, int, int, int) [754]
-----------------------------------------------
                0.00    0.00      12/12          GameField::nextTurn() <cycle 1> [854]
[852]    0.0    0.00    0.00      12         GameField::checkObjectRegrowth() [852]
                0.00    0.00    1236/88741       bool __gnu_cxx::operator!=<Obstacles**, std::vector<Obstacles*, std::allocator<Obstacles*> > >(__gnu_cxx::__normal_iterator<Obstacles**, std::vector<Obstacles*, std::allocator<Obstacles*> > > const&, __gnu_cxx::__normal_iterator<Obstacles**, std::vector<Obstacles*, std::allocator<Obstacles*> > > const&) [168]
                0.00    0.00    1200/86947       __gnu_cxx::__normal_iterator<Obstacles**, std::vector<Obstacles*, std::allocator<Obstacles*> > >::operator*() const [169]
                0.00    0.00    1200/86941       __gnu_cxx::__normal_iterator<Obstacles**, std::vector<Obstacles*, std::allocator<Obstacles*> > >::operator++() [170]
                0.00    0.00      36/1818        std::vector<Obstacles*, std::allocator<Obstacles*> >::begin() [253]
                0.00    0.00      36/1818        std::vector<Obstacles*, std::allocator<Obstacles*> >::end() [252]
                0.00    0.00      11/152         std::vector<ActorInfo, std::allocator<ActorInfo> >::vector(std::vector<ActorInfo, std::allocator<ActorInfo> > const&) [474]
                0.00    0.00      11/11          Obstacles::regrow(int, std::vector<ActorInfo, std::allocator<ActorInfo> >) [858]
                0.00    0.00      11/154         std::vector<ActorInfo, std::allocator<ActorInfo> >::~vector() [466]
                0.00    0.00       2/120         GameField::addObstacle(int, int, int) [543]
-----------------------------------------------
                0.00    0.00      12/12          GameField::nextTurn() <cycle 1> [854]
[853]    0.0    0.00    0.00      12         GameField::cull() [853]
                0.00    0.00     190/6690        std::vector<ActorInfo, std::allocator<ActorInfo> >::operator[](unsigned long) [179]
                0.00    0.00      94/2033        std::vector<ActorInfo, std::allocator<ActorInfo> >::size() const [247]
                0.00    0.00      33/47          bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [638]
                0.00    0.00      33/734         std::vector<ActorInfo, std::allocator<ActorInfo> >::begin() [345]
                0.00    0.00      33/191         __gnu_cxx::__normal_iterator<ActorInfo*, std::vector<ActorInfo, std::allocator<ActorInfo> > >::operator+(long) const [423]
                0.00    0.00      33/57          __gnu_cxx::__normal_iterator<ActorInfo const*, std::vector<ActorInfo, std::allocator<ActorInfo> > >::__normal_iterator<ActorInfo*>(__gnu_cxx::__normal_iterator<ActorInfo*, __gnu_cxx::__enable_if<std::__are_same<ActorInfo*, ActorInfo*>::__value, std::vector<ActorInfo, std::allocator<ActorInfo> > >::__type> const&) [613]
                0.00    0.00      33/33          std::vector<ActorInfo, std::allocator<ActorInfo> >::erase(__gnu_cxx::__normal_iterator<ActorInfo const*, std::vector<ActorInfo, std::allocator<ActorInfo> > >) [709]
                0.00    0.00      24/24          ProjectileActor::~ProjectileActor() [756]
                0.00    0.00       9/9           std::vector<ActorInfo, std::allocator<ActorInfo> >::push_back(ActorInfo const&) [901]
-----------------------------------------------
                                  12             Game::executeTurn() <cycle 1> [843]
[854]    0.0    0.00    0.00      12         GameField::nextTurn() <cycle 1> [854]
                0.00    0.00    2656/6690        std::vector<ActorInfo, std::allocator<ActorInfo> >::operator[](unsigned long) [179]
                0.00    0.00     274/537         MapData::MapData(MapData const&) [361]
                0.00    0.00     274/538         MapData::~MapData() [360]
                0.00    0.00     236/263         GameField::updateMap() [394]
                0.00    0.00     180/292         PositionData::~PositionData() [384]
                0.00    0.00     168/280         PositionData::PositionData(PositionData const&) [388]
                0.00    0.00     154/4884        ActorInfo::~ActorInfo() [189]
                0.00    0.00     142/250         MapData::operator=(MapData const&) [397]
                0.00    0.00     142/4794        ActorInfo::ActorInfo(ActorInfo const&) [190]
                0.00    0.00     142/142         GameField::create_fog_of_war(MapData&, ActorInfo) [479]
                0.00    0.00     119/2033        std::vector<ActorInfo, std::allocator<ActorInfo> >::size() const [247]
                0.00    0.00      94/152         std::vector<ActorInfo, std::allocator<ActorInfo> >::vector(std::vector<ActorInfo, std::allocator<ActorInfo> > const&) [474]
                0.00    0.00      94/154         std::vector<ActorInfo, std::allocator<ActorInfo> >::~vector() [466]
                0.00    0.00      94/120         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::clear() [545]
                0.00    0.00      48/191         __gnu_cxx::__normal_iterator<ActorInfo*, std::vector<ActorInfo, std::allocator<ActorInfo> > >::operator+(long) const [423]
                0.00    0.00      34/34          ProjectileActor::spendAP(MapData, PositionData) [694]
                0.00    0.00      24/24          ProjectileActor::ProjectileActor(direction) [755]
                0.00    0.00      24/734         std::vector<ActorInfo, std::allocator<ActorInfo> >::begin() [345]
                0.00    0.00      24/57          __gnu_cxx::__normal_iterator<ActorInfo const*, std::vector<ActorInfo, std::allocator<ActorInfo> > >::__normal_iterator<ActorInfo*>(__gnu_cxx::__normal_iterator<ActorInfo*, __gnu_cxx::__enable_if<std::__are_same<ActorInfo*, ActorInfo*>::__value, std::vector<ActorInfo, std::allocator<ActorInfo> > >::__type> const&) [613]
                0.00    0.00      24/24          std::vector<ActorInfo, std::allocator<ActorInfo> >::insert(__gnu_cxx::__normal_iterator<ActorInfo const*, std::vector<ActorInfo, std::allocator<ActorInfo> > >, ActorInfo const&) [761]
                0.00    0.00      12/12          ActorInfo::ActorInfo() [851]
                0.00    0.00      12/12          PositionData::PositionData() [850]
                0.00    0.00      12/12          GameField::checkObjectRegrowth() [852]
                0.00    0.00      12/12          GameField::cull() [853]
                                 112             GameField::runMoves(ActorInfo&, MapData&, PositionData&) <cycle 1> [549]
                                  94             displayWrapper(MapData, std::vector<ActorInfo, std::allocator<ActorInfo> >, int) <cycle 1> [529]
-----------------------------------------------
                0.00    0.00       6/12          std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::end() const [945]
                0.00    0.00       6/12          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [953]
[855]    0.0    0.00    0.00      12         std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::begin() const [855]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [344]
[856]    0.0    0.00    0.00      12         int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(unsigned long, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [856]
                0.00    0.00      12/1733        std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [259]
                0.00    0.00      12/4317        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [197]
                0.00    0.00      12/1623        int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [265]
-----------------------------------------------
                0.00    0.00       1/11          GameField::GameField(int, int, std::vector<ActorInfo, std::allocator<ActorInfo> >, void (*)(MapData, std::vector<ActorInfo, std::allocator<ActorInfo> >, int), Game*) [1068]
                0.00    0.00      10/11          Game::initGameState() [1060]
[857]    0.0    0.00    0.00      11         ActorInfo::ActorInfo(Actor*, int, int, int, int, int, int, int, int, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [857]
                0.00    0.00      11/24          attributes::attributes(int, int, int, int, int, int, int) [754]
                0.00    0.00      11/5654        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [186]
-----------------------------------------------
                0.00    0.00      11/11          GameField::checkObjectRegrowth() [852]
[858]    0.0    0.00    0.00      11         Obstacles::regrow(int, std::vector<ActorInfo, std::allocator<ActorInfo> >) [858]
                0.00    0.00       4/2033        std::vector<ActorInfo, std::allocator<ActorInfo> >::size() const [247]
                0.00    0.00       3/3           std::vector<ActorInfo, std::allocator<ActorInfo> >::operator[](unsigned long) const [992]
-----------------------------------------------
                0.00    0.00       5/11          void std::vector<ActorInfo, std::allocator<ActorInfo> >::_M_realloc_insert<ActorInfo>(__gnu_cxx::__normal_iterator<ActorInfo*, std::vector<ActorInfo, std::allocator<ActorInfo> > >, ActorInfo&&) [970]
                0.00    0.00       6/11          void std::vector<ActorInfo, std::allocator<ActorInfo> >::_M_realloc_insert<ActorInfo const&>(__gnu_cxx::__normal_iterator<ActorInfo*, std::vector<ActorInfo, std::allocator<ActorInfo> > >, ActorInfo const&) [951]
[859]    0.0    0.00    0.00      11         __gnu_cxx::__normal_iterator<ActorInfo*, std::vector<ActorInfo, std::allocator<ActorInfo> > >::difference_type __gnu_cxx::operator-<ActorInfo*, std::vector<ActorInfo, std::allocator<ActorInfo> > >(__gnu_cxx::__normal_iterator<ActorInfo*, std::vector<ActorInfo, std::allocator<ActorInfo> > > const&, __gnu_cxx::__normal_iterator<ActorInfo*, std::vector<ActorInfo, std::allocator<ActorInfo> > > const&) [859]
                0.00    0.00      22/10693       __gnu_cxx::__normal_iterator<ActorInfo*, std::vector<ActorInfo, std::allocator<ActorInfo> > >::base() const [177]
-----------------------------------------------
                0.00    0.00       1/11          __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::insert<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, void>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >) [1084]
                0.00    0.00       1/11          std::iterator_traits<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::random_access_iterator_tag) [1087]
                0.00    0.00       9/11          __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::insert<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, void>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >) [904]
[860]    0.0    0.00    0.00      11         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::difference_type __gnu_cxx::operator-<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [860]
                0.00    0.00      22/230         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::base() const [404]
-----------------------------------------------
                0.00    0.00       5/11          void std::vector<ActorInfo, std::allocator<ActorInfo> >::_M_realloc_insert<ActorInfo>(__gnu_cxx::__normal_iterator<ActorInfo*, std::vector<ActorInfo, std::allocator<ActorInfo> > >, ActorInfo&&) [970]
                0.00    0.00       6/11          void std::vector<ActorInfo, std::allocator<ActorInfo> >::_M_realloc_insert<ActorInfo const&>(__gnu_cxx::__normal_iterator<ActorInfo*, std::vector<ActorInfo, std::allocator<ActorInfo> > >, ActorInfo const&) [951]
[861]    0.0    0.00    0.00      11         std::vector<ActorInfo, std::allocator<ActorInfo> >::_M_check_len(unsigned long, char const*) const [861]
                0.00    0.00      44/2033        std::vector<ActorInfo, std::allocator<ActorInfo> >::size() const [247]
                0.00    0.00      22/22          std::vector<ActorInfo, std::allocator<ActorInfo> >::max_size() const [764]
                0.00    0.00      11/228         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [405]
-----------------------------------------------
                0.00    0.00      10/10          GameField::animateMove(ActorInfo&) <cycle 1> [547]
[862]    0.0    0.00    0.00      10         Game::getbullet_speed() [862]
-----------------------------------------------
                0.00    0.00      10/10          GameField::setSPECIAL(int, attributes) [1065]
[863]    0.0    0.00    0.00      10         GameField::getWidth() [863]
-----------------------------------------------
                0.00    0.00      10/10          void std::allocator_traits<std::allocator<Actor*> >::construct<Actor*, Actor*>(std::allocator<Actor*>&, Actor**, Actor*&&) [877]
[864]    0.0    0.00    0.00      10         void __gnu_cxx::new_allocator<Actor*>::construct<Actor*, Actor*>(Actor**, Actor*&&) [864]
                0.00    0.00      10/35          Actor*&& std::forward<Actor*>(std::remove_reference<Actor*>::type&) [692]
                0.00    0.00      10/3275        operator new(unsigned long, void*) [205]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator_traits<std::allocator<Drawable*> >::deallocate(std::allocator<Drawable*>&, Drawable**, unsigned long) [878]
[865]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<Drawable*>::deallocate(Drawable**, unsigned long) [865]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator_traits<std::allocator<Drawable*> >::allocate(std::allocator<Drawable*>&, unsigned long) [879]
[866]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<Drawable*>::allocate(unsigned long, void const*) [866]
                0.00    0.00      10/30          __gnu_cxx::new_allocator<Drawable*>::max_size() const [713]
-----------------------------------------------
                0.00    0.00      10/10          Game::initGameState() [1060]
[867]    0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, __gnu_cxx::__enable_if<std::__are_same<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>::__value, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::__type> const&) [867]
                0.00    0.00      10/320         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::base() const [377]
-----------------------------------------------
                0.00    0.00       5/10          std::vector<Actor*, std::allocator<Actor*> >::end() [972]
                0.00    0.00       5/10          std::vector<Actor*, std::allocator<Actor*> >::begin() [973]
[868]    0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >::__normal_iterator(Actor** const&) [868]
-----------------------------------------------
                0.00    0.00       3/10          void std::vector<Drawable*, std::allocator<Drawable*> >::_M_realloc_insert<Drawable*>(__gnu_cxx::__normal_iterator<Drawable**, std::vector<Drawable*, std::allocator<Drawable*> > >, Drawable*&&) [1008]
                0.00    0.00       7/10          void std::vector<Drawable*, std::allocator<Drawable*> >::_M_realloc_insert<Drawable* const&>(__gnu_cxx::__normal_iterator<Drawable**, std::vector<Drawable*, std::allocator<Drawable*> > >, Drawable* const&) [941]
[869]    0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<Drawable**, std::vector<Drawable*, std::allocator<Drawable*> > >::difference_type __gnu_cxx::operator-<Drawable**, std::vector<Drawable*, std::allocator<Drawable*> > >(__gnu_cxx::__normal_iterator<Drawable**, std::vector<Drawable*, std::allocator<Drawable*> > > const&, __gnu_cxx::__normal_iterator<Drawable**, std::vector<Drawable*, std::allocator<Drawable*> > > const&) [869]
                0.00    0.00      20/226         __gnu_cxx::__normal_iterator<Drawable**, std::vector<Drawable*, std::allocator<Drawable*> > >::base() const [406]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Actor*, std::allocator<Actor*> >::max_size() const [872]
[870]    0.0    0.00    0.00      10         std::_Vector_base<Actor*, std::allocator<Actor*> >::_M_get_Tp_allocator() const [870]
-----------------------------------------------
